,track_id,track,artist,album,release_date,subgenre,genre,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode
33,49dFIRQCQxPWgoH0m38XQ5,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Lennon Stella,Summer Feelings (feat. Charlie Puth),2020-01-01,pop,pop,160289,79,0.696,0.686,-6.113,0.0309,0.262,0.0,0.174,0.7,115.982,minor
34,6VrLYoQKdhu1Jruei06t65,Somebody To You,The Vamps,Meet The Vamps,2014-01-01,pop,pop,185097,75,0.526,0.818,-5.952,0.0358,0.0587,0.0,0.333,0.896,171.96,major
35,6J2LdBN97cDWn0MLxYh9HB,July,Noah Cyrus,THE END OF EVERYTHING,2020-01-01,pop,pop,156106,85,0.708,0.186,-8.953,0.042,0.868,0.0,0.0779,0.322,72.541,minor
36,45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,you broke me first,2020-01-01,pop,pop,169265,94,0.642,0.374,-9.386,0.0545,0.786,0.0,0.0906,0.0799,124.099,major
37,0gJvqi9QyASOCtJu99tytc,Because of You,Kelly Clarkson,Breakaway,2004-01-01,pop,pop,219493,73,0.587,0.583,-5.284,0.0313,0.248,0.0,0.124,0.15,139.92,minor
38,26wLOs3ZuHJa2Ihhx6QIE6,Teeth,5 Seconds of Summer,13 Reasons Why (Season 3),2019-01-01,pop,pop,204887,78,0.749,0.461,-2.961,0.0416,0.0516,6.24e-06,0.0738,0.42,139.02,minor
39,09IStsImFySgyp0pIQdqAc,The Middle,Zedd,The Middle,2018-01-01,pop,pop,184732,83,0.753,0.657,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01,major
40,0roOLcll6SSTYZwsQFmXqP,Let Me Move You - From the Netflix film Work It,Sabrina Carpenter,Let Me Move You (From the Netflix film Work It),2020-01-01,pop,pop,147070,78,0.624,0.628,-6.582,0.0408,0.0112,0.0191,0.0814,0.772,114.556,minor
41,0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,Selena Gomez & The Scene,When The Sun Goes Down,2011-01-01,pop,pop,188453,76,0.858,0.678,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009,minor
42,6sI8Q7TTJeA9exw6hxEqq3,Blueberry Eyes (feat. SUGA of BTS),MAX,Colour Vision,2020-01-01,pop,pop,172244,64,0.746,0.611,-7.034,0.101,0.454,0.000922,0.133,0.411,149.967,minor
43,2DpCdPMg1BADE4HDnxt3Rd,"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",2017-01-01,pop,pop,202226,60,0.655,0.787,-3.031,0.264,0.122,3.11e-06,0.178,0.554,181.799,major
44,1YlulsUKDduOmC7WxvXYPW,Painkiller,Ruel,Free Time,2019-01-01,pop,pop,213506,76,0.683,0.42,-6.51,0.0542,0.0875,0.0,0.225,0.469,128.621,major
45,3W3KtDwAIg3mAruSpnfG3Q,Fancy,Iggy Azalea,The New Classic (Deluxe Version),2014-01-01,pop,pop,199938,69,0.912,0.716,-4.141,0.0697,0.0904,0.0,0.0491,0.377,94.981,minor
46,5FNS5Vj69AhRGJWjhrAd01,Slow Dance,AJ Mitchell,Slow Dance,2019-01-01,pop,pop,178799,76,0.692,0.443,-5.671,0.0386,0.214,0.0,0.06,0.363,127.899,major
47,68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind,2015-01-01,pop,pop,217706,56,0.728,0.563,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,minor
48,0TMGV2zMZXOILVtQLtkI3G,What Am I,Why Don't We,Big Plans,2019-01-01,pop,pop,184665,70,0.614,0.647,-4.681,0.0524,0.0687,0.0,0.104,0.368,163.862,minor
49,1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),Cheat Codes,No Promises (feat. Demi Lovato),2017-01-01,pop,pop,223503,72,0.741,0.667,-5.445,0.134,0.0575,0.0,0.106,0.595,112.956,major
50,2y8iBf0QRqCKFtePi9Rl2H,Why Do You Love Me,Charlotte Lawrence,Why Do You Love Me,2019-01-01,pop,pop,171908,70,0.81,0.305,-6.165,0.0902,0.28,0.000116,0.203,0.732,120.013,minor
51,6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,MKTO,2012-01-01,pop,pop,175426,79,0.72,0.791,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071,major
52,2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,Lauv,I met you when I was 18. (the playlist),2018-01-01,pop,pop,197436,84,0.752,0.505,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97,major
53,1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,Sasha Sloan,Dancing With Your Ghost,2019-01-01,pop,pop,197732,79,0.629,0.327,-8.285,0.029,0.761,2.96e-05,0.103,0.381,74.953,major
54,367wyLNqQMr5e8S2E6Zvpp,Daisies,Katy Perry,Smile,2020-01-01,pop,pop,174312,71,0.642,0.546,-5.377,0.0407,0.0825,0.0,0.0989,0.142,122.165,major
55,3je88Q4OvTqIx7BFRFYvRA,Phases,PRETTYMUCH,Phases,2019-01-01,pop,pop,215759,77,0.77,0.636,-6.724,0.131,0.169,0.0,0.0676,0.492,105.93,minor
56,4r1CoAATVuxag55Ct3Y1aX,I'll Be There,Jess Glynne,Always in Between (Deluxe),2018-01-01,pop,pop,194386,68,0.627,0.858,-3.116,0.0394,0.0288,0.0,0.199,0.399,100.074,major
57,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,Back from the Edge,2016-01-01,pop,pop,211466,85,0.358,0.557,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043,major
58,3Q4WeJmzxuDpzMu9QjQqbM,Big Girls Don't Cry (Personal),Fergie,The Dutchess,2006-01-01,pop,pop,268120,75,0.708,0.641,-4.296,0.0335,0.205,0.0,0.0945,0.253,113.082,major
59,6s8nHXTJVqFjXE4yVZPDHR,Troublemaker (feat. Flo Rida),Olly Murs,Right Place Right Time (Expanded Edition),2012-01-01,pop,pop,185586,72,0.762,0.863,-3.689,0.0561,0.015,0.0,0.125,0.965,106.012,minor
60,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),Justin Bieber,Changes,2020-01-01,pop,pop,212866,84,0.806,0.546,-6.637,0.0575,0.3,0.0,0.102,0.874,147.986,major
61,46ydq5g3k17iLJs3qMDvO6,Hurts So Good,Astrid S,Astrid S,2016-01-01,pop,pop,208728,74,0.675,0.609,-5.027,0.0586,0.084,0.0,0.0957,0.378,120.039,minor
62,0zMzyHAeMvwq5CRstru1Fp,Lost Boy,Ruth B.,Safe Haven,2017-01-01,pop,pop,276066,70,0.586,0.128,-9.297,0.0496,0.963,0.0,0.0858,0.371,123.498,major
63,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Ariana Grande,Stuck with U,2020-01-01,pop,pop,228482,91,0.597,0.45,-6.658,0.0418,0.223,0.0,0.382,0.537,178.765,major
64,72Bz4ciRZPBcVSw0nrZDHi,Do It Again,Pia Mia,Do It Again,2015-01-01,pop,pop,207746,76,0.712,0.564,-6.527,0.047,0.0266,0.0,0.0874,0.411,95.95,major
65,6lanRgr6wXibZr8KgzXxBl,A Thousand Years,Christina Perri,A Thousand Years,2011-01-01,pop,pop,285120,80,0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,major
66,7FjZU7XFs7P9jHI9Z0yRhK,So Close,NOTD,So Close (feat. Georgia Ku),2018-01-01,pop,pop,190302,76,0.7,0.872,-5.896,0.0666,0.121,7.08e-06,0.103,0.761,125.03,major
67,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Sam Smith,Dancing With A Stranger (with Normani),2019-01-01,pop,pop,171029,84,0.741,0.52,-7.513,0.0656,0.45,1.97e-06,0.222,0.347,102.998,major
68,5Z3zRrMIJk7CVpfcLsM9wD,King,Years & Years,Communion (Deluxe),2015-01-01,pop,pop,215360,61,0.56,0.857,-4.145,0.0384,0.0594,0.0,0.381,0.432,119.975,minor
69,7BFI9QZPQKgYuR2HhDgwbG,Royals,Lorde,Pure Heroine (Extended),2013-01-01,pop,pop,190185,72,0.674,0.428,-9.504,0.122,0.121,0.0,0.132,0.337,84.878,major
70,3wN7Spu4tWhefB3LooMLys,Comeback (feat. Tory Lanez and 30 Roc),JoJo,good to know,2020-01-01,pop,pop,175251,68,0.616,0.537,-7.719,0.139,0.0932,0.000157,0.107,0.465,122.65,minor
71,7EGhmltmWJHCHobd3g8Hnw,No Air (feat. Chris Brown),Jordin Sparks,Jordin Sparks,2007-01-01,pop,pop,264373,64,0.466,0.759,-4.978,0.199,0.0521,0.0,0.0587,0.328,160.033,minor
72,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,Kiss,2012-01-01,pop,pop,193400,77,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,major
73,1gZ7i4qxXkHZb1r6eioaAP,Don't Cha,The Pussycat Dolls,PCD,2005-01-01,pop,pop,272080,67,0.877,0.637,-3.493,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,minor
74,5InWRmnfgjVwQWoXHNBATu,Want U Back,Cher Lloyd,Sticks & Stones,2011-01-01,pop,pop,214013,66,0.696,0.893,-2.963,0.076,0.0662,0.0,0.473,0.573,97.954,major
75,1oHNvJVbFkexQc0BpQp7Y4,Starships,Nicki Minaj,Pink Friday ... Roman Reloaded,2011-01-01,pop,pop,210626,71,0.747,0.716,-2.457,0.075,0.135,0.0,0.251,0.751,125.008,minor
76,4R2kfaDFhslZEMJqAFNpdd,cardigan,Taylor Swift,folklore,2020-01-01,pop,pop,239560,88,0.613,0.581,-8.588,0.0424,0.537,0.000345,0.25,0.551,130.033,minor
77,4XbQLaWyFkXTwPK33kxWQJ,I Was Made For Loving You,Tori Kelly,Unbreakable Smile,2015-01-01,pop,pop,188939,42,0.374,0.344,-11.94,0.0304,0.355,0.0,0.0966,0.216,106.413,major
78,2yPoXCs7BSIUrucMdK5PzV,Umbrella,Rihanna,Good Girl Gone Bad,2007-01-01,pop,pop,275986,65,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,major
79,437eNQXusBT4q9q3f34oW9,"Reflection (2020) - From ""Mulan""",Christina Aguilera,"Reflection (2020) [From ""Mulan""]",2020-01-01,pop,pop,217996,73,0.35,0.636,-8.158,0.0746,0.444,0.0,0.0811,0.208,95.162,major
80,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,Fine Line,2019-01-01,pop,pop,174000,96,0.548,0.816,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,major
81,5ZSl6gDoV6bPPxzmLeneV9,Rise,Jonas Blue,Blue,2018-01-01,pop,pop,194407,71,0.687,0.785,-4.65,0.0333,0.327,0.0,0.203,0.655,106.046,major
82,0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,Gwen Stefani,Love Angel Music Baby,2004-01-01,pop,pop,199853,70,0.926,0.916,-2.221,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,minor
83,5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),2019-01-01,pop,pop,178480,81,0.674,0.881,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,98.994,major
84,5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,Battleground (Deluxe Edition),2011-01-01,pop,pop,197935,73,0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885,minor
85,60c0p6GGnuwdKcQnmuM2zC,I'll Always Remember You,Hannah Montana,Hannah Montana Forever,2010-01-01,pop,pop,233333,66,0.418,0.721,-2.736,0.0383,0.0486,0.0,0.0984,0.233,144.063,major
86,33KJ2xFYONOlIYDBg6wPx8,Personal,HRVY,Talk To Ya - EP,2017-01-01,pop,pop,198040,76,0.755,0.536,-5.605,0.12,0.114,0.0,0.0282,0.882,138.969,major
87,3jVtllWS5CFFWLQng8sKsr,2 On (feat. ScHoolboy Q),Tinashe,Aquarius,2014-01-01,pop,pop,227000,69,0.742,0.595,-7.51,0.107,0.15,0.0,0.111,0.431,101.013,major
88,2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,Native,2013-01-01,pop,pop,257266,80,0.664,0.705,-4.972,0.0382,0.0654,0.0,0.118,0.477,122.016,minor
89,5id3Rqn7SPj1LX4FfY4nGz,Together,Sia,Together,2020-01-01,pop,pop,205207,81,0.521,0.877,-5.444,0.0683,0.0132,0.0806,0.0929,0.199,180.007,major
90,1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,Pretty Girl (Cheat Codes X CADE Remix),2017-01-01,pop,pop,193613,78,0.703,0.868,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03,minor
91,3dNjUFt6EFU4Gq6Q5vfJqf,Girls Like Girls,Hayley Kiyoko,This Side of Paradise - EP,2015-01-01,pop,pop,229655,69,0.611,0.701,-5.235,0.0248,0.0109,9.83e-06,0.0994,0.604,142.027,major
92,1HwpWwa6bnqqRhK8agG4RS,Beautiful Soul,Jesse McCartney,Beautiful Soul,2004-01-01,pop,pop,214226,73,0.66,0.666,-4.342,0.0472,0.0759,0.0,0.0268,0.933,89.975,major
93,5vtyFzfLkCSJvXEZFjQAa1,Your Shirt,Chelsea Cutler,Your Shirt,2017-01-01,pop,pop,232758,35,0.426,0.476,-6.64,0.0741,0.185,0.0,0.327,0.169,179.793,major
94,5xvUgoVED1F4mBu8FL0HaW,Ready or Not,Bridgit Mendler,Hello My Name Is...,2012-01-01,pop,pop,200946,72,0.715,0.872,-3.835,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,major
95,0CZ8lquoTX2Dkg7Ak2inwA,1950,King Princess,1950,2018-01-01,pop,pop,225133,76,0.6,0.535,-7.043,0.107,0.648,4.7e-06,0.162,0.269,71.912,major
96,3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Dua Lipa,Future Nostalgia,2020-01-01,pop,pop,183290,85,0.793,0.793,-4.521,0.083,0.0123,0.0,0.0951,0.679,123.95,minor
97,3x2YIvkLcxvZQsA5x6xyIR,Boom Clap,Charli XCX,SUCKER,2014-01-01,pop,pop,169866,50,0.659,0.911,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999,major
98,0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,Jennifer Lopez,On The Floor,2011-01-01,pop,pop,230906,75,0.758,0.686,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007,major
99,4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,Midnight Memories (Deluxe),2013-01-01,pop,pop,245493,82,0.6,0.663,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07,major
0,1rW6UUZRQWW34j4zCQDkfX,Bang Bang,Jessie J,Sweet Talker,2014-01-01,dance pop,pop,199373,41,0.706,0.783,-3.441,0.1,0.315,0.0,0.373,0.739,150.045,minor
1,7EGhmltmWJHCHobd3g8Hnw,No Air (feat. Chris Brown),Jordin Sparks,Jordin Sparks,2007-01-01,dance pop,pop,264373,64,0.466,0.759,-4.978,0.199,0.0521,0.0,0.0587,0.328,160.033,minor
2,1gZ7i4qxXkHZb1r6eioaAP,Don't Cha,The Pussycat Dolls,PCD,2005-01-01,dance pop,pop,272080,67,0.877,0.637,-3.493,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,minor
3,0gJvqi9QyASOCtJu99tytc,Because of You,Kelly Clarkson,Breakaway,2004-01-01,dance pop,pop,219493,73,0.587,0.583,-5.284,0.0313,0.248,0.0,0.124,0.15,139.92,minor
4,0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,Gwen Stefani,Love Angel Music Baby,2004-01-01,dance pop,pop,199853,70,0.926,0.916,-2.221,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,minor
5,3Q4WeJmzxuDpzMu9QjQqbM,Big Girls Don't Cry (Personal),Fergie,The Dutchess,2006-01-01,dance pop,pop,268120,75,0.708,0.641,-4.296,0.0335,0.205,0.0,0.0945,0.253,113.082,major
6,7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,Leona Lewis,Spirit,2007-01-01,dance pop,pop,262466,77,0.638,0.656,-5.886,0.0357,0.188,0.0,0.146,0.225,104.036,major
7,6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,In The Zone,2003-01-01,dance pop,pop,198800,79,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,minor
8,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,Animal (Expanded Edition),2010-01-01,dance pop,pop,199693,80,0.755,0.837,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028,minor
9,437eNQXusBT4q9q3f34oW9,"Reflection (2020) - From ""Mulan""",Christina Aguilera,"Reflection (2020) [From ""Mulan""]",2020-01-01,dance pop,pop,217996,73,0.35,0.636,-8.158,0.0746,0.444,0.0,0.0811,0.208,95.162,major
10,0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,Jennifer Lopez,On The Floor,2011-01-01,dance pop,pop,230906,75,0.758,0.686,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007,major
11,3wN7Spu4tWhefB3LooMLys,Comeback (feat. Tory Lanez and 30 Roc),JoJo,good to know,2020-01-01,dance pop,pop,175251,68,0.616,0.537,-7.719,0.139,0.0932,0.000157,0.107,0.465,122.65,minor
12,0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,Selena Gomez & The Scene,When The Sun Goes Down,2011-01-01,dance pop,pop,188453,76,0.858,0.678,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009,minor
13,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,Spice,1996-01-01,dance pop,pop,173026,79,0.768,0.864,-6.145,0.0324,0.101,0.0,0.162,0.891,110.008,major
14,7hhAwcMTdCHxuYkCHCfzw7,Unwritten,Natasha Bedingfield,Unwritten,2004-01-01,dance pop,pop,259333,45,0.706,0.801,-6.333,0.0399,0.00577,0.0,0.0822,0.63,100.013,major
15,7m2g1kKuF7Tre2PzjK3Lnh,Can't Get You out of My Head,Kylie Minogue,Fever,2001-01-01,dance pop,pop,230640,56,0.766,0.563,-7.516,0.0339,0.0263,0.683,0.115,0.964,126.007,minor
16,1ctdfJSzp6qF2iDAVdDrfl,About You Now,Sugababes,Change,2007-01-01,dance pop,pop,212400,66,0.584,0.699,-6.065,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,minor
17,5InWRmnfgjVwQWoXHNBATu,Want U Back,Cher Lloyd,Sticks & Stones,2011-01-01,dance pop,pop,214013,66,0.696,0.893,-2.963,0.076,0.0662,0.0,0.473,0.573,97.954,major
18,5Fla3zyOCcIRqrDoKLU0DP,Let You Love Me,Rita Ora,Phoenix (Deluxe Edition),2018-01-01,dance pop,pop,191120,69,0.475,0.846,-3.344,0.283,0.275,0.0,0.0824,0.451,96.036,major
19,2gam98EZKrF9XuOkU13ApN,Promiscuous,Nelly Furtado,Loose (International Version),2006-01-01,dance pop,pop,242293,72,0.808,0.97,-6.098,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,minor
20,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,Kiss,2012-01-01,dance pop,pop,193400,77,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,major
21,0QVAlchLCx15ZLSoR9Wg1B,Higher,The Saturdays,Headlines,2010-01-01,dance pop,pop,207613,58,0.639,0.862,-3.292,0.0341,0.049,6.81e-06,0.264,0.596,117.011,major
22,2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,will.i.am,#willpower,2013-01-01,dance pop,pop,283400,75,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,major
23,5NQJnRpJHRaupdegphntQT,Jealous - Remix,Nick Jonas,Nick Jonas X2,2015-01-01,dance pop,pop,222186,68,0.684,0.71,-3.614,0.0779,0.0132,0.0,0.444,0.451,93.007,minor
