track_id,track,artist,album,release_date,genre,subgenre,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,release_year,duration_min,duration_minsec
6FZDfxM3a3UCqtzo5pxSLZ,Without Me,Halsey,Manic,2020-01-01,pop,pop,201660,76,0.752,0.488,-7.05,0.1276145088694731,0.297,9.11e-06,0.0936,0.5329999999999999,136.041,1,2020,3.361,"3 m, 21 s"
4PV0uE5pZSh44E3NqNNDEH,Selfish,Madison Beer,Selfish,2020-01-01,pop,pop,223270,79,0.375,0.461,-6.202000000000001,0.014826581943341275,0.627,0.0,0.386,0.233,75.217,1,2020,3.7211666666666665,"3 m, 43 s"
2Oycxb8QbPkpHTo8ZrmG0B,Prisoner (feat. Dua Lipa),Miley Cyrus,Plastic Hearts,2020-01-01,pop,pop,169333,83,0.7809999999999999,0.67,-3.912,0.060630129732591985,0.0103,0.0,0.0761,0.595,127.99,0,2020,2.822216666666667,"2 m, 49 s"
2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,Speak Your Mind (Deluxe),2018-01-01,pop,pop,186986,81,0.6970000000000001,0.6829999999999999,-2.8810000000000002,0.2507280910775748,0.0372,0.0,0.13699999999999998,0.603,96.133,0,2018,3.116433333333333,"3 m, 6 s"
7JDWhC422Gtk1Bq0mL3OTC,feel something,Bea Miller,feel something,2019-01-01,pop,pop,180161,79,0.74,0.415,-8.914,0.12814402965316388,0.242,0.000156,0.319,0.156,136.029,1,2019,3.002683333333333,"3 m, 0 s"
4e4fqjx0Izh4svvTef1z7e,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,Expectations,2018-01-01,pop,pop,164205,69,0.642,0.772,-6.61,0.16547524490336246,0.0476,0.0,0.0646,0.589,153.995,1,2018,2.73675,"2 m, 44 s"
1rW6UUZRQWW34j4zCQDkfX,Bang Bang,Jessie J,Sweet Talker,2014-01-01,pop,pop,199373,40,0.706,0.7829999999999999,-3.4410000000000003,0.2057188244638602,0.315,0.0,0.373,0.7390000000000001,150.045,0,2014,3.3228833333333334,"3 m, 19 s"
76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,DNCE,DNCE,2016-01-01,pop,pop,219146,78,0.774,0.753,-5.446000000000001,0.0778395552025417,0.152,0.0,0.0371,0.8959999999999999,119.00200000000001,0,2016,3.652433333333333,"3 m, 39 s"
76Tuo484SLohJakHLnGI3B,Sweet Melody,Little Mix,Confetti,2020-01-01,pop,pop,213693,76,0.44799999999999995,0.8240000000000001,-4.249,0.09187185597034683,0.0739,0.0,0.113,0.419,119.965,0,2020,3.56155,"3 m, 33 s"
6ATgDc6e4sPn84hvJsAmPt,hate u love u,Olivia O'Brien,hate u love u,2016-01-01,pop,pop,175466,78,0.40700000000000003,0.41600000000000004,-8.915,0.40164151442944135,0.6559999999999999,0.0,0.0981,0.24600000000000002,176.947,0,2016,2.924433333333333,"2 m, 55 s"
14OxJlLdcHNpgsm4DRwDOB,Habits (Stay High),Tove Lo,Queen Of The Clouds,2014-01-01,pop,pop,209160,68,0.7290000000000001,0.65,-3.5389999999999997,0.0238284352660842,0.0702,6.69e-05,0.0829,0.34700000000000003,110.02,1,2014,3.486,"3 m, 29 s"
22vgEDb5hykfaTwLuskFGD,Sucker,Jonas Brothers,Happiness Begins,2019-01-01,pop,pop,181026,82,0.8420000000000001,0.7340000000000001,-5.065,0.09663754302356366,0.0427,0.0,0.106,0.9520000000000001,137.958,0,2019,3.0171,"3 m, 1 s"
1HbA4N1MiOsPthALesGFR1,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,Wonder,2020-01-01,pop,pop,178994,81,0.64,0.392,-7.246,0.09293089753772836,0.0593,0.0,0.0839,0.502,145.838,0,2020,2.983233333333333,"2 m, 58 s"
3afkJSKX0EAMsJXTZnDXXJ,Strawberries & Cigarettes,Troye Sivan,Strawberries & Cigarettes,2018-01-01,pop,pop,201538,77,0.578,0.537,-8.676,0.16123907863383635,0.162,0.0,0.076,0.25,83.90899999999999,1,2018,3.358966666666667,"3 m, 21 s"
5Fla3zyOCcIRqrDoKLU0DP,Let You Love Me,Rita Ora,Phoenix (Deluxe Edition),2018-01-01,pop,pop,191120,67,0.475,0.846,-3.344,0.6902303415409053,0.275,0.0,0.0824,0.451,96.036,1,2018,3.1853333333333333,"3 m, 11 s"
4a6q8CR2hzLk2plDkSxkfD,I.F.L.Y.,Bazzi,Soul Searching,2019-01-01,pop,pop,165714,79,0.812,0.519,-4.823,0.04289118347895154,0.379,0.0,0.13,0.5539999999999999,104.954,1,2019,2.7619,"2 m, 45 s"
5NQJnRpJHRaupdegphntQT,Jealous - Remix,Nick Jonas,Nick Jonas X2,2015-01-01,pop,pop,222186,66,0.684,0.71,-3.614,0.14720677786603126,0.0132,0.0,0.444,0.451,93.007,0,2015,3.7031,"3 m, 42 s"
27u7t9d7ZQoyjsCROHuZJ3,Tick Tock (feat. 24kGoldn),Clean Bandit,Tick Tock (feat. 24kGoldn),2020-01-01,pop,pop,178373,84,0.779,0.705,-3.895,0.03203600741329097,0.369,7.91e-06,0.124,0.946,101.022,1,2020,2.9728833333333333,"2 m, 58 s"
2Y0ktCGrGoGcQFXsGztvhi,Naughty List (with Dixie D’Amelio),Liam Payne,Naughty List (with Dixie D’Amelio),2020-01-01,pop,pop,154746,75,0.619,0.7709999999999999,-2.204,0.1000794281175536,0.0318,0.0,0.114,0.7040000000000001,81.96600000000001,1,2020,2.5791,"2 m, 34 s"
6VrLYoQKdhu1Jruei06t65,Somebody To You,The Vamps,Meet The Vamps,2014-01-01,pop,pop,185097,75,0.526,0.818,-5.952000000000001,0.03574265289912628,0.0587,0.0,0.33299999999999996,0.8959999999999999,171.96,1,2014,3.08495,"3 m, 5 s"
7rpNuuoMbid56XkDsx2FjE,Black And White,Niall Horan,Heartbreak Weather,2020-01-01,pop,pop,193089,78,0.44299999999999995,0.5820000000000001,-6.02,0.0685729414879534,0.0301,0.0,0.127,0.239,147.589,1,2020,3.21815,"3 m, 13 s"
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,Animal (Expanded Edition),2010-01-01,pop,pop,199693,80,0.755,0.8370000000000001,-2.718,0.3169181890389197,0.0991,0.0,0.289,0.7140000000000001,120.02799999999999,0,2010,3.3282166666666666,"3 m, 19 s"
2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Deluxe),2015-01-01,pop,pop,225053,78,0.63,0.53,-7.2589999999999995,0.05586444267937516,0.4,0.0,0.177,0.41700000000000004,108.038,1,2015,3.750883333333333,"3 m, 45 s"
6J2LdBN97cDWn0MLxYh9HB,July,Noah Cyrus,THE END OF EVERYTHING,2020-01-01,pop,pop,156106,83,0.708,0.18600000000000003,-8.953,0.05215779719353985,0.868,0.0,0.0779,0.322,72.541,0,2020,2.601766666666667,"2 m, 36 s"
5Z0AM9HW78XIyZqF2BPasr,Bitter,FLETCHER,Bitter,2020-01-01,pop,pop,194749,76,0.7240000000000001,0.594,-7.126,0.21101403230076776,0.39299999999999996,0.00116,0.0889,0.413,136.002,0,2020,3.245816666666667,"3 m, 14 s"
09IStsImFySgyp0pIQdqAc,The Middle,Zedd,The Middle,2018-01-01,pop,pop,184732,81,0.753,0.657,-3.0610000000000004,0.05983584855705585,0.171,0.0,0.11199999999999999,0.43700000000000006,107.01,1,2018,3.078866666666667,"3 m, 4 s"
26wLOs3ZuHJa2Ihhx6QIE6,Teeth,5 Seconds of Summer,13 Reasons Why (Season 3),2019-01-01,pop,pop,204887,77,0.7490000000000001,0.461,-2.9610000000000003,0.051098755626158315,0.0516,6.24e-06,0.0738,0.42,139.02,0,2019,3.4147833333333333,"3 m, 24 s"
0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,Selena Gomez & The Scene,When The Sun Goes Down,2011-01-01,pop,pop,188453,76,0.858,0.6779999999999999,-3.87,0.06513105639396345,0.0761,0.0,0.0741,0.922,117.009,0,2011,3.140883333333333,"3 m, 8 s"
68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind,2015-01-01,pop,pop,217706,55,0.728,0.563,-8.052999999999999,0.2957373576912894,0.621,0.0,0.179,0.35200000000000004,100.01700000000001,0,2015,3.628433333333333,"3 m, 37 s"
0gJvqi9QyASOCtJu99tytc,Because of You,Kelly Clarkson,Breakaway,2004-01-01,pop,pop,219493,73,0.5870000000000001,0.583,-5.284,0.0238284352660842,0.248,0.0,0.124,0.15,139.92,0,2004,3.6582166666666662,"3 m, 39 s"
2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,Lauv,I met you when I was 18. (the playlist),2018-01-01,pop,pop,197436,82,0.752,0.505,-7.621,0.6108022239872914,0.535,2.55e-06,0.10400000000000001,0.419,91.97,1,2018,3.2906,"3 m, 17 s"
6nfqlFOMiWthaOEa53uU0v,Fallin’ (Adrenaline),Why Don't We,The Good Times and The Bad Ones,2021-01-01,pop,pop,216504,64,0.606,0.9,-4.504,0.25602329891448233,0.0101,0.0,0.075,0.233,133.963,1,2021,3.6084,"3 m, 36 s"
1YlulsUKDduOmC7WxvXYPW,Painkiller,Ruel,Free Time,2019-01-01,pop,pop,213506,73,0.6829999999999999,0.42,-6.51,0.08445856499867617,0.0875,0.0,0.225,0.469,128.621,1,2019,3.5584333333333333,"3 m, 33 s"
367wyLNqQMr5e8S2E6Zvpp,Daisies,Katy Perry,Smile,2020-01-01,pop,pop,174312,67,0.642,0.546,-5.377000000000001,0.0487159120995499,0.0825,0.0,0.0989,0.142,122.165,1,2020,2.9052,"2 m, 54 s"
0roOLcll6SSTYZwsQFmXqP,Let Me Move You - From the Netflix film Work It,Sabrina Carpenter,Let Me Move You (From the Netflix film Work It),2020-01-01,pop,pop,147070,76,0.624,0.628,-6.582000000000001,0.04898067249139529,0.0112,0.0191,0.0814,0.772,114.556,0,2020,2.4511666666666665,"2 m, 27 s"
3W3KtDwAIg3mAruSpnfG3Q,Fancy,Iggy Azalea,The New Classic (Deluxe Version),2014-01-01,pop,pop,199938,69,0.912,0.716,-4.141,0.12549642573471007,0.0904,0.0,0.0491,0.377,94.98100000000001,0,2014,3.3323,"3 m, 19 s"
49dFIRQCQxPWgoH0m38XQ5,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Lennon Stella,Summer Feelings (feat. Charlie Puth),2020-01-01,pop,pop,160289,74,0.696,0.6859999999999999,-6.1129999999999995,0.022769393698702668,0.262,0.0,0.174,0.7,115.98200000000001,0,2020,2.671483333333333,"2 m, 40 s"
1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,Sasha Sloan,Dancing With Your Ghost,2019-01-01,pop,pop,197732,79,0.629,0.327,-8.285,0.017738946253640458,0.7609999999999999,2.9600000000000005e-05,0.10300000000000001,0.381,74.953,1,2019,3.295533333333333,"3 m, 17 s"
45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,you broke me first,2020-01-01,pop,pop,169265,92,0.642,0.374,-9.386000000000001,0.08525284617421232,0.7859999999999999,0.0,0.0906,0.0799,124.09899999999999,1,2020,2.821083333333333,"2 m, 49 s"
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),2019-01-01,pop,pop,178480,79,0.674,0.8809999999999999,-2.853,0.3301562086311887,0.29600000000000004,3.01e-06,0.0793,0.23399999999999999,98.994,1,2019,2.974666666666667,"2 m, 58 s"
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,MKTO,2012-01-01,pop,pop,175426,80,0.72,0.7909999999999999,-4.689,0.2692613185067513,0.0384,0.0,0.157,0.7559999999999999,102.071,1,2012,2.923766666666667,"2 m, 55 s"
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,Kiss,2012-01-01,pop,pop,193400,77,0.7829999999999999,0.58,-6.547999999999999,0.04898067249139529,0.0114,2.28e-06,0.10800000000000001,0.66,120.021,1,2012,3.223333333333333,"3 m, 13 s"
6lanRgr6wXibZr8KgzXxBl,A Thousand Years,Christina Perri,A Thousand Years,2011-01-01,pop,pop,285120,79,0.42100000000000004,0.40700000000000003,-7.445,0.01164945724119672,0.309,0.0009609999999999999,0.11,0.161,139.028,1,2011,4.752,"4 m, 45 s"
55Am8neGJkdj2ADaM3aw5H,Train Wreck,James Arthur,Back from the Edge,2016-01-01,pop,pop,208826,87,0.311,0.485,-5.726,0.037595975642043936,0.701,0.0,0.0726,0.225,77.355,0,2016,3.480433333333333,"3 m, 28 s"
1hJIbOjWpid6LtnozHmzRS,Diamonds,Sam Smith,Love Goes,2020-01-01,pop,pop,213869,75,0.637,0.6659999999999999,-6.773,0.07175006619009795,0.161,0.0,0.10800000000000001,0.529,104.02,0,2020,3.564483333333333,"3 m, 33 s"
46ydq5g3k17iLJs3qMDvO6,Hurts So Good,Astrid S,Astrid S,2016-01-01,pop,pop,208728,74,0.675,0.609,-5.027,0.0961080222398729,0.084,0.0,0.0957,0.37799999999999995,120.039,0,2016,3.4788,"3 m, 28 s"
1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),Cheat Codes,No Promises (feat. Demi Lovato),2017-01-01,pop,pop,223503,70,0.741,0.667,-5.445,0.2957373576912894,0.0575,0.0,0.106,0.595,112.956,1,2017,3.72505,"3 m, 43 s"
6sI8Q7TTJeA9exw6hxEqq3,Blueberry Eyes (feat. SUGA of BTS),MAX,Colour Vision,2020-01-01,pop,pop,172244,71,0.746,0.611,-7.034,0.208366428382314,0.45399999999999996,0.0009220000000000001,0.133,0.41100000000000003,149.967,0,2020,2.8707333333333334,"2 m, 52 s"
4r1CoAATVuxag55Ct3Y1aX,I'll Be There,Jess Glynne,Always in Between (Deluxe),2018-01-01,pop,pop,194386,66,0.627,0.858,-3.116,0.045274027005559964,0.0288,0.0,0.19899999999999998,0.39899999999999997,100.074,1,2018,3.2397666666666667,"3 m, 14 s"
3Q4WeJmzxuDpzMu9QjQqbM,Big Girls Don't Cry (Personal),Fergie,The Dutchess,2006-01-01,pop,pop,268120,74,0.708,0.6409999999999999,-4.296,0.029653163886682557,0.205,0.0,0.0945,0.253,113.08200000000001,1,2006,4.468666666666667,"4 m, 28 s"
2D0FX6WiP1GKGL3yCdXxs7,Joke's On You,Charlotte Lawrence,Joke's On You,2020-01-01,pop,pop,184658,68,0.47600000000000003,0.652,-4.546,0.21630924013767536,0.23,0.0,0.136,0.47,190.118,0,2020,3.077633333333333,"3 m, 4 s"
2DpCdPMg1BADE4HDnxt3Rd,"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",2017-01-01,pop,pop,202226,60,0.655,0.787,-3.031,0.6399258670902833,0.122,3.11e-06,0.17800000000000002,0.5539999999999999,181.799,1,2017,3.370433333333333,"3 m, 22 s"
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),Dua Lipa,Future Nostalgia,2020-01-01,pop,pop,203064,84,0.7020000000000001,0.825,-3.787,0.1000794281175536,0.00883,0.0,0.0674,0.915,102.977,0,2020,3.3844,"3 m, 23 s"
5FNS5Vj69AhRGJWjhrAd01,Slow Dance,AJ Mitchell,Slow Dance,2019-01-01,pop,pop,178799,73,0.6920000000000001,0.44299999999999995,-5.671,0.04315594387079693,0.214,0.0,0.06,0.363,127.899,1,2019,2.979983333333333,"2 m, 58 s"
3je88Q4OvTqIx7BFRFYvRA,Phases,PRETTYMUCH,Phases,2019-01-01,pop,pop,215759,73,0.77,0.636,-6.724,0.287794545935928,0.16899999999999998,0.0,0.0676,0.49200000000000005,105.93,0,2019,3.5959833333333333,"3 m, 35 s"
7BFI9QZPQKgYuR2HhDgwbG,Royals,Lorde,Pure Heroine (Extended),2013-01-01,pop,pop,190185,71,0.674,0.428,-9.504,0.26396611066984377,0.121,0.0,0.132,0.337,84.87799999999999,1,2013,3.16975,"3 m, 10 s"
72Bz4ciRZPBcVSw0nrZDHi,Do It Again,Pia Mia,Do It Again,2015-01-01,pop,pop,207746,74,0.7120000000000001,0.564,-6.527,0.06539581678580883,0.0266,0.0,0.0874,0.41100000000000003,95.95,1,2015,3.4624333333333333,"3 m, 27 s"
6s8nHXTJVqFjXE4yVZPDHR,Troublemaker (feat. Flo Rida),Olly Murs,Right Place Right Time (Expanded Edition),2012-01-01,pop,pop,185586,72,0.762,0.863,-3.6889999999999996,0.0894890124437384,0.015,0.0,0.125,0.965,106.012,0,2012,3.0931,"3 m, 5 s"
3wN7Spu4tWhefB3LooMLys,Comeback (feat. Tory Lanez and 30 Roc),JoJo,good to know,2020-01-01,pop,pop,175251,66,0.616,0.537,-7.718999999999999,0.3089753772835584,0.0932,0.000157,0.107,0.465,122.65,0,2020,2.92085,"2 m, 55 s"
3P3pw6C19j31Rnzgo3JG7o,Perfect Strangers,Jonas Blue,Blue,2018-01-01,pop,pop,196613,75,0.73,0.861,-4.1,0.06036536934074663,0.39,0.0,0.213,0.7040000000000001,117.965,1,2018,3.276883333333333,"3 m, 16 s"
5Z3zRrMIJk7CVpfcLsM9wD,King,Years & Years,Communion (Deluxe),2015-01-01,pop,pop,215360,59,0.56,0.857,-4.145,0.04262642308710615,0.0594,0.0,0.381,0.43200000000000005,119.975,0,2015,3.5893333333333333,"3 m, 35 s"
0zMzyHAeMvwq5CRstru1Fp,Lost Boy,Ruth B.,Safe Haven,2017-01-01,pop,pop,276066,68,0.586,0.128,-9.297,0.07227958697378871,0.963,0.0,0.0858,0.371,123.49799999999999,1,2017,4.6011,"4 m, 36 s"
7EGhmltmWJHCHobd3g8Hnw,No Air (feat. Chris Brown),Jordin Sparks,Jordin Sparks,2007-01-01,pop,pop,264373,62,0.466,0.759,-4.978,0.4678316123907864,0.0521,0.0,0.0587,0.32799999999999996,160.033,0,2007,4.406216666666666,"4 m, 24 s"
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,Native,2013-01-01,pop,pop,257266,80,0.664,0.705,-4.9719999999999995,0.0420969023034154,0.0654,0.0,0.11800000000000001,0.47700000000000004,122.016,0,2013,4.287766666666666,"4 m, 17 s"
1oHNvJVbFkexQc0BpQp7Y4,Starships,Nicki Minaj,Pink Friday ... Roman Reloaded,2011-01-01,pop,pop,210626,70,0.747,0.716,-2.457,0.13952872650251522,0.135,0.0,0.251,0.7509999999999999,125.008,0,2011,3.5104333333333333,"3 m, 30 s"
0ZXdzaT1k688dkpNeEgQiV,I Don't Know Why,NOTD,I Don't Know Why,2020-01-01,pop,pop,207667,74,0.499,0.898,-4.181,0.2692613185067513,0.124,7.2000000000000005e-06,0.0832,0.618,120.04,0,2020,3.461116666666667,"3 m, 27 s"
3jVtllWS5CFFWLQng8sKsr,2 On (feat. ScHoolboy Q),Tinashe,Aquarius,2014-01-01,pop,pop,227000,69,0.742,0.595,-7.51,0.2242520518930368,0.15,0.0,0.111,0.431,101.01299999999999,1,2014,3.783333333333333,"3 m, 46 s"
60c0p6GGnuwdKcQnmuM2zC,I'll Always Remember You,Hannah Montana,Hannah Montana Forever,2010-01-01,pop,pop,233333,66,0.418,0.721,-2.736,0.04236166269526079,0.0486,0.0,0.0984,0.233,144.063,1,2010,3.888883333333333,"3 m, 53 s"
1gZ7i4qxXkHZb1r6eioaAP,Don't Cha,The Pussycat Dolls,PCD,2005-01-01,pop,pop,272080,66,0.877,0.637,-3.4930000000000003,0.208366428382314,0.0051600000000000005,2.5e-06,0.0959,0.569,119.988,0,2005,4.534666666666666,"4 m, 32 s"
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,Midnight Memories (Deluxe),2013-01-01,pop,pop,245493,81,0.6,0.6629999999999999,-5.8020000000000005,0.06724913952872649,0.225,0.0,0.11900000000000001,0.28600000000000003,121.07,1,2013,4.09155,"4 m, 5 s"
4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),Justin Bieber,Lonely (with benny blanco),2020-01-01,pop,pop,149297,91,0.631,0.239,-7.071000000000001,0.04633306857294149,0.8640000000000001,0.0,0.11599999999999999,0.0927,79.859,0,2020,2.4882833333333334,"2 m, 29 s"
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending - feat. Julia Michaels,JP Saxe,If the World Was Ending (feat. Julia Michaels),2019-01-01,pop,pop,208687,85,0.46399999999999997,0.473,-10.086,0.2824993380990204,0.866,0.0,0.109,0.604,75.801,1,2019,3.4781166666666667,"3 m, 28 s"
3x2YIvkLcxvZQsA5x6xyIR,Boom Clap,Charli XCX,SUCKER,2014-01-01,pop,pop,169866,48,0.659,0.9109999999999999,-2.28,0.1490601006089489,0.154,0.000304,0.191,0.5760000000000001,91.999,1,2014,2.8311,"2 m, 49 s"
4XbQLaWyFkXTwPK33kxWQJ,I Was Made For Loving You,Tori Kelly,Unbreakable Smile,2015-01-01,pop,pop,188939,41,0.374,0.344,-11.94,0.02144559173947577,0.355,0.0,0.0966,0.21600000000000003,106.413,1,2015,3.148983333333333,"3 m, 8 s"
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,Memories...Do Not Open,2017-01-01,pop,pop,247160,82,0.617,0.635,-6.769,0.02488747683346571,0.0498,1.4400000000000001e-05,0.16399999999999998,0.446,103.01899999999999,0,2017,4.1193333333333335,"4 m, 7 s"
4CxFN5zON70B3VOPBYbd6P,you were good to me,Jeremy Zucker,brent,2019-01-01,pop,pop,219146,81,0.561,0.0848,-15.099,0.04792163092401376,0.9129999999999999,2.62e-05,0.11199999999999999,0.20600000000000002,102.12799999999999,1,2019,3.652433333333333,"3 m, 39 s"
2yPoXCs7BSIUrucMdK5PzV,Umbrella,Rihanna,Good Girl Gone Bad,2007-01-01,pop,pop,275986,64,0.583,0.8290000000000001,-4.603,0.2957373576912894,0.00864,0.0,0.0426,0.575,174.028,1,2007,4.599766666666667,"4 m, 35 s"
1yOL7ZiXGx5ULeLoktAUAg,Bubblegum Bitch,MARINA,Electra Heart,2012-01-01,pop,pop,154666,52,0.495,0.856,-5.122999999999999,0.023298914482393428,0.00021899999999999998,0.0,0.10300000000000001,0.609,158.024,0,2012,2.5777666666666668,"2 m, 34 s"
5xvUgoVED1F4mBu8FL0HaW,Ready or Not,Bridgit Mendler,Hello My Name Is...,2012-01-01,pop,pop,200946,72,0.715,0.872,-3.835,0.07572147206777866,0.00351,3.84e-05,0.107,0.748,93.04299999999999,1,2012,3.3491,"3 m, 20 s"
35mvY5S1H3J2QZyna3TFe0,positions,Ariana Grande,Positions,2020-01-01,pop,pop,172324,95,0.737,0.802,-4.771,0.17341805665872384,0.46799999999999997,0.0,0.0931,0.682,144.015,1,2020,2.8720666666666665,"2 m, 52 s"
3Uo7WG0vmLQ07WB4BDwy7D,willow,Taylor Swift,evermore,2020-01-01,pop,pop,214706,81,0.392,0.579,-9.195,0.3751654752449033,0.835,0.00179,0.145,0.5489999999999999,80.961,1,2020,3.5784333333333334,"3 m, 34 s"
5A3fPy30SN2wuzrahpcxvV,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,Naive,2019-01-01,pop,pop,196187,79,0.6409999999999999,0.537,-5.452000000000001,0.015620863118877412,0.0875,9.05e-06,0.115,0.0681,112.86399999999999,0,2019,3.2697833333333333,"3 m, 16 s"
1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),P!nk,The Truth About Love,2012-01-01,pop,pop,242733,80,0.778,0.547,-7.273,0.07042626423087105,0.34600000000000003,0.000302,0.132,0.441,95.00200000000001,1,2012,4.04555,"4 m, 2 s"
6lsgGYUCYrMBXMe8qY5hwN,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Christina Aguilera,Apero at home,2020-01-01,pop,pop,264846,42,0.7559999999999999,0.809,-3.655,0.08419380460683082,0.0173,3.69e-06,0.66,0.64,109.90100000000001,1,2020,4.4141,"4 m, 24 s"
5InWRmnfgjVwQWoXHNBATu,Want U Back,Cher Lloyd,Sticks & Stones,2011-01-01,pop,pop,214013,66,0.696,0.893,-2.963,0.142176330420969,0.0662,0.0,0.473,0.573,97.954,1,2011,3.566883333333333,"3 m, 34 s"
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,Fine Line,2019-01-01,pop,pop,174000,90,0.5479999999999999,0.816,-4.209,0.06407201482658194,0.122,0.0,0.335,0.557,95.39,1,2019,2.9,"2 m, 53 s"
5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,Battleground (Deluxe Edition),2011-01-01,pop,pop,197935,73,0.722,0.851,-3.873,0.11014032300767804,0.0319,0.0,0.10800000000000001,0.452,126.885,0,2011,3.2989166666666665,"3 m, 17 s"
